topic	url	warc_file	doc_offset	doc_length	sentence_hash	sentence	start_in_text	length_in_text	merged_segments	ANNOTATOR_00	ANNOTATOR_01	ANNOTATOR_02	ANNOTATOR_03	ANNOTATOR_04	ANNOTATOR_05	ANNOTATOR_06	ANNOTATOR_07	ANNOTATOR_08	ANNOTATOR_09	ANNOTATOR_10	ANNOTATOR_11	ANNOTATOR_12	ANNOTATOR_13	ANNOTATOR_14	ANNOTATOR_15	ANNOTATOR_16	ANNOTATOR_17	ANNOTATOR_18	ANNOTATOR_19	ANNOTATOR_20	ANNOTATOR_21	ANNOTATOR_22	ANNOTATOR_23	ANNOTATOR_24	ANNOTATOR_25	ANNOTATOR_26	ANNOTATOR_27	ANNOTATOR_28	ANNOTATOR_29	ANNOTATOR_30	ANNOTATOR_31	ANNOTATOR_32	ANNOTATOR_33	ANNOTATOR_34	ANNOTATOR_35	ANNOTATOR_36	ANNOTATOR_37	ANNOTATOR_38	ANNOTATOR_39	ANNOTATOR_40	ANNOTATOR_41	ANNOTATOR_42	ANNOTATOR_43	ANNOTATOR_44	ANNOTATOR_45	ANNOTATOR_46	ANNOTATOR_47	ANNOTATOR_48	ANNOTATOR_49	ANNOTATOR_50	ANNOTATOR_51	ANNOTATOR_52	ANNOTATOR_53	ANNOTATOR_54	ANNOTATOR_55	ANNOTATOR_56	ANNOTATOR_57	ANNOTATOR_58	ANNOTATOR_59	ANNOTATOR_60	ANNOTATOR_61	ANNOTATOR_62	ANNOTATOR_63	ANNOTATOR_64	ANNOTATOR_65	ANNOTATOR_66	ANNOTATOR_67	ANNOTATOR_68	ANNOTATOR_69	ANNOTATOR_70	ANNOTATOR_71	ANNOTATOR_72	ANNOTATOR_73	ANNOTATOR_74	ANNOTATOR_75	ANNOTATOR_76	ANNOTATOR_77	ANNOTATOR_78	ANNOTATOR_79	ANNOTATOR_80	ANNOTATOR_81	ANNOTATOR_82	ANNOTATOR_83	ANNOTATOR_84	ANNOTATOR_85	ANNOTATOR_86	ANNOTATOR_87	ANNOTATOR_88	ANNOTATOR_89	ANNOTATOR_90	ANNOTATOR_91	ANNOTATOR_92	ANNOTATOR_93	ANNOTATOR_94	ANNOTATOR_95	ANNOTATOR_96	ANNOTATOR_97
minimum wage	http://www.epi.org/publication/bp177/	crawl-data/CC-MAIN-2016-07/segments/1454701146196.88/warc/CC-MAIN-20160205193906-00328-ip-10-236-182-209.ec2.internal.warc.gz	378996230	30811	b3076d562527e729408116bf21723865		15919	122	('false', '(0,121);', 'pro;')		('true', None, None)									('true', None, None)																																																	('false', '(0,121);', 'pro;')																												('false', '(0,121);', 'pro;')				('false', '(0,121);', 'pro;')						
minimum wage	http://www.epi.org/publication/bp178/	crawl-data/CC-MAIN-2016-07/segments/1454701159155.63/warc/CC-MAIN-20160205193919-00010-ip-10-236-182-209.ec2.internal.warc.gz	387677028	39084	1d3dfdd0a2e2dbcd383be812836d76fc		35035	234	('false', '(149,84);', 'pro;')										('false', '(149,84);', 'pro;')																					('true', None, None)					('false', '(82,151);', 'pro;')																				('false', '(149,84);', 'pro;')																																								('false', '(149,84);', 'pro;')		
minimum wage	http://www.epi.org/publication/minimum_wage_anniversary_still_helping_millions_of_workers_get_by_but_/	crawl-data/CC-MAIN-2016-07/segments/1454701145578.23/warc/CC-MAIN-20160205193905-00280-ip-10-236-182-209.ec2.internal.warc.gz	386305739	26288	e7fe198b5a378c8ef9dfc3b7eb4e4120		3334	116	('false', '(19,96);', 'pro;')																																		('false', '(19,96);', 'pro;')						('false', '(19,66);', 'pro;')														('false', '(19,96);', 'pro;')		('false', '(19,96);', 'pro;')					('false', '(19,96);', 'pro;')																																					
minimum wage	https://www.credomobilize.com/petitions/tell-state-legislators-to-raise-the-minimum-wage-18?akid=9862.3185414.PKWv2W&suppress_one_click=true	crawl-data/CC-MAIN-2016-07/segments/1454701158811.82/warc/CC-MAIN-20160205193918-00300-ip-10-236-182-209.ec2.internal.warc.gz	831457824	9365	3b69c0b6657afa1dbccc52d1a4d05cef		1632	134	('false', '(0,133);', 'pro;')																																				('false', '(0,133);', 'pro;')																				('false', '(40,93);', 'pro;')					('false', '(40,93);', 'pro;')																															('false', '(40,93);', 'pro;')						('false', '(0,133);', 'pro;')
minimum wage	http://www3.illinois.gov/PressReleases/ShowPressRelease.cfm?SubjectID=1&RecNum=6069	crawl-data/CC-MAIN-2016-07/segments/1454701146196.88/warc/CC-MAIN-20160205193906-00277-ip-10-236-182-209.ec2.internal.warc.gz	757544091	8578	2cd8e5d4b7fd35b0e23593f0409d3766		2242	198	('false', '(0,135);', 'pro;')								('false', '(0,91);', 'pro;')							('false', '(0,135);', 'pro;')																																									('false', '(0,135);', 'pro;')																																('false', '(37,98);', 'pro;')				('false', '(0,91);', 'pro;')						
minimum wage	http://www.swlearning.com/economics/policy_debates/increase_minimum.html	crawl-data/CC-MAIN-2016-07/segments/1454701166739.77/warc/CC-MAIN-20160205193926-00262-ip-10-236-182-209.ec2.internal.warc.gz	683500892	19408	32d1c2d486e8dd142daefd71dfda1855		46923	116	('false', '(15,100);', 'pro;')											('false', '(20,95);', 'pro;')																				('true', None, None)										('false', '(39,76);', 'pro;')															('false', '(15,100);', 'pro;')																																				('false', '(15,100);', 'pro;')						
minimum wage	http://www.azcentral.com/story/money/business/2014/08/09/seven-years-effect-wage-hikes-still-debated/13853159/?from=global&sessionKey=&autologin=	crawl-data/CC-MAIN-2016-07/segments/1454701158811.82/warc/CC-MAIN-20160205193918-00255-ip-10-236-182-209.ec2.internal.warc.gz	288330252	28314	fa8da6302db4a78a62624dc231ec24a1		9510	129	('false', '(0,128);', 'pro;')																																																								('false', '(0,90);', 'pro;')																																('false', '(0,128);', 'pro;')			('false', '(6,122);', 'pro;')	('true', None, None)				('true', None, None)		
minimum wage	http://www.epi.org/publication/minimum_wage_anniversary_still_helping_millions_of_workers_get_by_but_/	crawl-data/CC-MAIN-2016-07/segments/1454701145578.23/warc/CC-MAIN-20160205193905-00280-ip-10-236-182-209.ec2.internal.warc.gz	386305739	26288	191eb938f853fe8ec33014cd50a364bf		5211	110	('false', '(4,105);', 'pro;')																															('false', '(12,97);', 'pro;')										('false', '(4,105);', 'pro;')															('false', '(12,46);(60,49);', 'pro;pro;')																																				('false', '(4,105);', 'pro;')						('false', '(12,97);', 'con;')
minimum wage	https://www.whitehouse.gov/the-press-office/2014/03/26/new-white-house-report-impact-raising-minimum-wage-women-and-importance-	crawl-data/CC-MAIN-2016-07/segments/1454701147841.50/warc/CC-MAIN-20160205193907-00090-ip-10-236-182-209.ec2.internal.warc.gz	874925024	18514	db05488bb7aff982077a25838d9b6272		5130	104	('false', '(0,103);', 'pro;')								('false', '(0,47);', 'pro;')																							('false', '(28,75);', 'pro;')										('false', '(0,103);', 'pro;')															('false', '(0,103);', 'pro;')																																				('true', None, None)						
minimum wage	http://www.epi.org/publication/briefingpapers_bp151/	crawl-data/CC-MAIN-2016-07/segments/1454701155060.45/warc/CC-MAIN-20160205193915-00252-ip-10-236-182-209.ec2.internal.warc.gz	387356578	35541	dd22a0cfcf6fea83d4186de853643073		10666	172	('false', '(63,108);', 'pro;')																															('true', None, None)			('true', None, None)																											('false', '(63,108);', 'con;')																															('false', '(63,108);', 'pro;')				('true', None, None)		
minimum wage	http://massbudget.org/report_window.php?loc=minimum_wage_job_creation.html	crawl-data/CC-MAIN-2016-07/segments/1454701168076.20/warc/CC-MAIN-20160205193928-00100-ip-10-236-182-209.ec2.internal.warc.gz	141201351	9578	a03461a6648b4bda22b914cfbd068985		3809	205	('false', '(9,195);', 'pro;')															('false', '(13,191);', 'pro;')																										('false', '(158,46);', 'pro;')															('false', '(9,195);', 'pro;')																																				('true', None, None)						('false', '(9,195);', 'pro;')
minimum wage	http://www.cato.org/publications/testimony/minimum-wage	crawl-data/CC-MAIN-2016-07/segments/1454701158601.61/warc/CC-MAIN-20160205193918-00267-ip-10-236-182-209.ec2.internal.warc.gz	346242931	18974	56089684a71f0898dae5d33b64f5a47f		9056	171	('false', '(23,146);', 'pro;')																															('false', '(23,41);(66,67);(138,31);', 'pro;pro;pro;')									('false', '(23,146);', 'pro;')														('false', '(23,146);', 'pro;')																												('false', '(66,103);', 'pro;')										('false', '(23,41);', 'pro;')						
minimum wage	https://www.popularresistance.org/13-states-to-give-minimum-wage-a-boost-in-the-new-year/	crawl-data/CC-MAIN-2016-07/segments/1454702018134.95/warc/CC-MAIN-20160205195338-00297-ip-10-236-182-209.ec2.internal.warc.gz	870058238	27765	c3e0642348c0963a1e5a4d8845d8ded3		5098	194	('false', '(129,64);', 'pro;')																															('true', None, None)																									('false', '(150,43);', 'pro;')					('false', '(30,163);', 'pro;')																															('false', '(129,64);', 'pro;')				('false', '(150,43);', 'pro;')		
minimum wage	https://en.wikipedia.org/wiki/Minimum_wage_in_the_United_States	crawl-data/CC-MAIN-2016-07/segments/1454701165484.60/warc/CC-MAIN-20160205193925-00335-ip-10-236-182-209.ec2.internal.warc.gz	812827513	54736	5a16366c56851c4cb6ced181ba58b546		9651	140	('false', '(39,98);', 'pro;')								('false', '(39,98);', 'pro;')																																																('false', '(39,98);', 'pro;')																																('false', '(39,98);', 'pro;')					('false', '(39,98);', 'pro;')			('false', '(39,98);', 'pro;')		
minimum wage	http://www.epi.org/publication/declining-federal-minimum-wage-inequality/	crawl-data/CC-MAIN-2016-07/segments/1454701156448.92/warc/CC-MAIN-20160205193916-00000-ip-10-236-182-209.ec2.internal.warc.gz	388117145	29655	57d13b66453ce2501dbaae85e8f275d6		2788	105	('false', '(0,104);', 'pro;')																																				('false', '(28,76);', 'pro;')					('false', '(2,57);(77,27);', 'pro;pro;')															('false', '(0,59);(77,27);', 'pro;pro;')																																('false', '(0,104);', 'pro;')								('false', '(0,104);', 'pro;')		
minimum wage	http://www.workplacefairness.org/reports/good-bad-wal-mart/textonly/minimum.php	crawl-data/CC-MAIN-2016-07/segments/1454701146302.25/warc/CC-MAIN-20160205193906-00005-ip-10-236-182-209.ec2.internal.warc.gz	749782015	5606	ccaeafb89fbd52f823eccaf53e261684		4080	133	('false', '(0,132);', 'pro;')																																		('false', '(0,106);', 'pro;')							('false', '(81,25);(111,21);', 'con;con;')															('false', '(56,76);', 'con;')						('false', '(0,132);', 'pro;')																														('false', '(0,132);', 'pro;')						
minimum wage	http://www.heritage.org/research/reports/2007/01/raising-the-minimum-wage-will-not-reduce-poverty	crawl-data/CC-MAIN-2016-07/segments/1454701152097.59/warc/CC-MAIN-20160205193912-00322-ip-10-236-182-209.ec2.internal.warc.gz	453239942	9931	265fbbf3332b3ae7949230750b9a5068		910	119	('false', '(0,40);(63,55);', 'con;pro;')					('false', '(0,40);(63,55);', 'con;pro;')																																			('false', '(0,40);', 'con;')																												('false', '(0,40);(41,77);', 'con;pro;')			('false', '(0,40);(63,55);', 'con;pro;')																									('false', '(0,40);(63,55);', 'con;pro;')		
minimum wage	http://www.epi.org/publication/bp177/	crawl-data/CC-MAIN-2016-07/segments/1454701146196.88/warc/CC-MAIN-20160205193906-00328-ip-10-236-182-209.ec2.internal.warc.gz	378996230	30811	d7221b24cb3cc744e2ee1aa621e852e4		2908	92	('false', '(35,55);', 'pro;')																																				('false', '(0,90);', 'pro;')																																('false', '(35,55);', 'pro;')																										('true', None, None)		('true', None, None)		('true', None, None)
minimum wage	http://www.epi.org/publication/declining-federal-minimum-wage-inequality/	crawl-data/CC-MAIN-2016-07/segments/1454701156448.92/warc/CC-MAIN-20160205193916-00000-ip-10-236-182-209.ec2.internal.warc.gz	388117145	29655	cbeb7bef24df2aa12bdbc4a83d55f097		7078	177	('false', '(129,47);', 'pro;')								('true', None, None)												('true', None, None)											('true', None, None)																																																															('false', '(129,47);', 'con;')				('false', '(129,47);', 'pro;')
minimum wage	http://www.inquisitr.com/1065524/11-50-minimum-wage-fair-for-a-state-or-federal-minimum-wage/	crawl-data/CC-MAIN-2016-07/segments/1454701162648.4/warc/CC-MAIN-20160205193922-00316-ip-10-236-182-209.ec2.internal.warc.gz	480736008	26633	05130b4665a22d99e75f6445ff6fb44a		415	170	('false', '(96,73);', 'pro;')																																																																				('true', None, None)																	('false', '(96,73);', 'pro;')									('true', None, None)		('true', None, None)		('false', '(96,73);', 'pro;')
minimum wage	http://keystoneresearch.org/publications/research/tipped-mnimium-wage	crawl-data/CC-MAIN-2016-07/segments/1454701162648.4/warc/CC-MAIN-20160205193922-00221-ip-10-236-182-209.ec2.internal.warc.gz	121061155	9754	4fb014d2f79f74c20aa2358158bf521f		3322	178	('false', '(0,177);', 'pro;')															('false', '(0,177);', 'pro;')							('false', '(0,177);', 'pro;')									('true', None, None)																																																																	('true', None, None)		('false', '(0,156);', 'pro;')
minimum wage	http://www.swcollege.com/bef/policy_debates/increase_minimum.html	crawl-data/CC-MAIN-2016-07/segments/1454701163438.83/warc/CC-MAIN-20160205193923-00125-ip-10-236-182-209.ec2.internal.warc.gz	687039092	17875	4a5a45a7566d3025f72acec3e638a873		6567	120	('false', '(61,58);', 'pro;')								('false', '(61,58);', 'pro;')																							('false', '(0,119);', 'pro;')																																					('true', None, None)																										('false', '(61,58);', 'pro;')		('false', '(61,58);', 'pro;')		
minimum wage	http://www.epi.org/publication/briefingpapers_bp151/	crawl-data/CC-MAIN-2016-07/segments/1454701155060.45/warc/CC-MAIN-20160205193915-00252-ip-10-236-182-209.ec2.internal.warc.gz	387356578	35541	99bcb3a033eddb78c99a042d23962746		1757	213	('false', '(0,212);', 'pro;')																					('false', '(67,123);', 'pro;')																																								('false', '(15,50);(67,145);', 'pro;pro;')							('false', '(0,212);', 'pro;')														('false', '(0,212);', 'pro;')														('false', '(67,123);', 'pro;')		
minimum wage	http://www.cbpp.org/research/buying-power-of-minimum-wage-at-51-year-low?fa=view&id=405	crawl-data/CC-MAIN-2016-07/segments/1454701164289.84/warc/CC-MAIN-20160205193924-00284-ip-10-236-182-209.ec2.internal.warc.gz	324988429	13286	df41afb4a1f91ebd71473d1deb41d736		5728	188	('false', '(35,152);', 'pro;')																																																													('false', '(35,137);', 'pro;')																														('false', '(35,152);', 'pro;')			('true', None, None)		('false', '(35,152);', 'pro;')		('false', '(35,152);', 'pro;')
minimum wage	http://blog.seattlepi.com/seattlepolitics/2014/06/02/seattle-set-to-enact-15-minimum-wage-a-phased-in-big-dream/	crawl-data/CC-MAIN-2016-07/segments/1454702018134.95/warc/CC-MAIN-20160205195338-00142-ip-10-236-182-209.ec2.internal.warc.gz	24306860	32421	a8ad1415baee9a7b49f491dc58c614f8		17625	188	('false', '(13,91);', 'pro;')								('true', None, None)																																																												('true', None, None)																										('true', None, None)		('false', '(13,91);', 'pro;')		('true', None, None)
minimum wage	http://ww2.kqed.org/education/2014/03/22/minimum-wage/	crawl-data/CC-MAIN-2016-07/segments/1454701162648.4/warc/CC-MAIN-20160205193922-00009-ip-10-236-182-209.ec2.internal.warc.gz	239395997	116426	65864587e5d16e19cc5a44eab3dc6ba2		150179	213	('false', '(52,46);(104,108);', 'con;pro;')								('false', '(104,52);(158,31);', 'pro;pro;')												('false', '(52,46);(104,52);', 'con;pro;')																																																('false', '(52,46);(104,108);', 'con;pro;')																										('false', '(52,46);(104,52);', 'con;pro;')		('false', '(52,46);(104,108);', 'con;pro;')		
minimum wage	http://www.cbpp.org/research/nine-years-of-neglect-federal-minimum-wage-remains-unchanged-for-ninth-straight-year-falls?fa=view&id=635	crawl-data/CC-MAIN-2016-07/segments/1454701148475.34/warc/CC-MAIN-20160205193908-00132-ip-10-236-182-209.ec2.internal.warc.gz	315286145	14240	ee7563c36964e10ee9a0d96a4ccbd734		399	117	('false', '(9,78);', 'pro;')																						('false', '(9,78);', 'pro;')									('true', None, None)									('true', None, None)									('false', '(26,61);', 'pro;')																			('true', None, None)																														
minimum wage	http://www.spur.org/publications/voter-guide/2003-11-01/proposition-l-minimum-wage	crawl-data/CC-MAIN-2016-07/segments/1454701149548.13/warc/CC-MAIN-20160205193909-00321-ip-10-236-182-209.ec2.internal.warc.gz	671154797	12669	fa5142753857add394d2046bc9952fa9		4850	233	('false', '(0,90);(92,134);', 'pro;pro;')																						('false', '(0,90);(92,134);', 'pro;pro;')																																														('false', '(0,90);(92,134);', 'pro;pro;')																							('false', '(0,90);(92,60);', 'pro;pro;')			('false', '(0,75);(92,60);', 'pro;pro;')		('false', '(0,90);(92,92);', 'pro;pro;')		
minimum wage	http://www.thefreelibrary.com/The+best+anti-poverty+program+we+have%3F-a0203335454	crawl-data/CC-MAIN-2016-07/segments/1454701156520.89/warc/CC-MAIN-20160205193916-00210-ip-10-236-182-209.ec2.internal.warc.gz	681440044	15768	c6ba3f943ad8b19c69492e8fdd8c5298		9951	133	('false', '(9,123);', 'pro;')						('false', '(9,123);', 'pro;')																('true', None, None)																																																																					('false', '(9,123);', 'pro;')					('true', None, None)		('false', '(9,123);', 'pro;')
minimum wage	https://www.questia.com/read/1P3-2587009121/do-minimum-wage-increases-cause-inflation-evidence	crawl-data/CC-MAIN-2016-07/segments/1454701146550.16/warc/CC-MAIN-20160205193906-00206-ip-10-236-182-209.ec2.internal.warc.gz	848704081	18763	f7c24e3833b7fb6bd9c78fc3b6534198		996	106	('false', '(0,105);', 'pro;')																											('false', '(0,105);', 'pro;')																								('true', None, None)																	('false', '(0,105);', 'pro;')						('false', '(42,63);', 'pro;')																						('false', '(0,84);', 'pro;')		
minimum wage	http://www.equalvoiceforfamilies.org/minimum-wage-not-just-for-the-poor/	crawl-data/CC-MAIN-2016-07/segments/1454701166141.55/warc/CC-MAIN-20160205193926-00147-ip-10-236-182-209.ec2.internal.warc.gz	409507083	26968	014f3b3147824c0ee33550277e49d1b1		6379	163	('false', '(11,151);', 'pro;')																						('false', '(20,142);', 'pro;')																																														('false', '(11,151);', 'pro;')																								('false', '(11,151);', 'pro;')				('false', '(20,134);', 'pro;')		('false', '(20,142);', 'pro;')
minimum wage	http://www.vtlivablewage.org/legislation.html	crawl-data/CC-MAIN-2016-07/segments/1454701157472.18/warc/CC-MAIN-20160205193917-00105-ip-10-236-182-209.ec2.internal.warc.gz	751703179	15902	711eafaad710221de188dfa071822e63		17002	242	('false', '(0,94);(103,138);', 'pro;pro;')																						('false', '(0,94);', 'pro;')																																							('false', '(0,94);(103,104);', 'pro;pro;')																														('false', '(0,94);(103,138);', 'pro;pro;')					('false', '(0,94);(103,138);', 'pro;pro;')		('false', '(103,138);', 'pro;')
minimum wage	http://www.epi.org/publication/briefingpapers_bp151/	crawl-data/CC-MAIN-2016-07/segments/1454701155060.45/warc/CC-MAIN-20160205193915-00252-ip-10-236-182-209.ec2.internal.warc.gz	387356578	35541	6ab29abbeb3abc354c2265d54396db01		9183	111	('false', '(6,104);', 'pro;')																						('false', '(6,93);', 'pro;')									('false', '(6,64);(75,35);', 'pro;pro;')														('false', '(6,104);', 'pro;')																																																			('false', '(6,104);', 'pro;')		('false', '(6,104);', 'pro;')
minimum wage	http://www.newvision.co.ug/new_vision/news/1307311/government-starts-process-minimum-wage	crawl-data/CC-MAIN-2016-07/segments/1454701150206.8/warc/CC-MAIN-20160205193910-00004-ip-10-236-182-209.ec2.internal.warc.gz	565580007	14621	20fa8872aa682f4fb2e14d169091b1f4		2744	218	('false', '(41,148);', 'pro;')				('true', None, None)																		('false', '(41,148);', 'pro;')														('true', None, None)																																																												('true', None, None)		('true', None, None)
minimum wage	http://www.dol.gov/featured/minimum-wage/mythbuster	crawl-data/CC-MAIN-2016-07/segments/1454701148428.26/warc/CC-MAIN-20160205193908-00057-ip-10-236-182-209.ec2.internal.warc.gz	366149435	32965	7eb0077bc52e77a888210fe4c1bfedd9		917	227	('false', '(23,202);', 'pro;')																				('false', '(23,76);', 'pro;')												('false', '(23,76);', 'pro;')																																																											('false', '(23,76);', 'pro;')					('false', '(25,200);', 'pro;')		('false', '(23,76);', 'pro;')
minimum wage	http://www.workplacefairness.org/reports/good-bad-wal-mart/textonly/minimum.php	crawl-data/CC-MAIN-2016-07/segments/1454701146302.25/warc/CC-MAIN-20160205193906-00005-ip-10-236-182-209.ec2.internal.warc.gz	749782015	5606	b45cbc97940c05293ab6a558e2e0c453		4214	182	('false', '(53,76);', 'pro;')																															('true', None, None)									('false', '(53,76);', 'pro;')																																										('false', '(53,89);', 'pro;')												('true', None, None)		('false', '(53,53);', 'pro;')		
minimum wage	http://personalmoneystore.com/moneyblog/federal-minimum-wage-labor-laws/	crawl-data/CC-MAIN-2016-07/segments/1454701158130.6/warc/CC-MAIN-20160205193918-00143-ip-10-236-182-209.ec2.internal.warc.gz	178449543	10519	07576801856a7e11acd119a1fd099578		1382	138	('false', '(73,64);', 'pro;')								('true', None, None)												('true', None, None)											('true', None, None)																																																															('false', '(73,64);', 'pro;')		('true', None, None)		
minimum wage	http://www.epi.org/publication/declining-federal-minimum-wage-inequality/	crawl-data/CC-MAIN-2016-07/segments/1454701156448.92/warc/CC-MAIN-20160205193916-00000-ip-10-236-182-209.ec2.internal.warc.gz	388117145	29655	ebdbf461e88cfde654a89bff9cd36fd6		14959	124	('false', '(0,71);', 'pro;')																																				('false', '(0,71);', 'pro;')																									('false', '(0,71);', 'pro;')																														('true', None, None)					('true', None, None)		('true', None, None)
minimum wage	http://www.raisetheminimumwage.com/pages/job-loss	crawl-data/CC-MAIN-2016-07/segments/1454701162808.51/warc/CC-MAIN-20160205193922-00265-ip-10-236-182-209.ec2.internal.warc.gz	616819067	9850	b57d3fd0a07d959f7b04b849f2739e6f		1732	205	('false', '(80,123);', 'pro;')																														('false', '(124,79);', 'pro;')	('true', None, None)			('false', '(80,123);', 'pro;')							('false', '(134,69);', 'pro;')																																																		('false', '(80,123);', 'pro;')							
minimum wage	http://www.freeweekly.com/2014/01/16/is-low-minimum-wage-a-necessary-evil/	crawl-data/CC-MAIN-2016-07/segments/1454701146302.25/warc/CC-MAIN-20160205193906-00089-ip-10-236-182-209.ec2.internal.warc.gz	421333774	12124	12a06903a04fba202c295907b333ea7a		2625	193	('false', '(34,158);', 'pro;')															('false', '(34,158);', 'pro;')	('false', '(34,158);', 'pro;')															('false', '(34,158);', 'pro;')																																																												('false', '(34,158);', 'pro;')						('false', '(34,69);', 'con;')	
minimum wage	https://en.wikipedia.org/wiki/Minimum_wage_in_the_United_States	crawl-data/CC-MAIN-2016-07/segments/1454701165484.60/warc/CC-MAIN-20160205193925-00335-ip-10-236-182-209.ec2.internal.warc.gz	812827513	54736	0105dd0d8370aa4a0467e0b42a02eecf		11255	170	('false', '(39,130);', 'pro;')						('false', '(39,78);', 'pro;')																									('true', None, None)																																																									('false', '(52,117);', 'pro;')									('false', '(52,65);', 'pro;')	('false', '(39,130);', 'pro;')
minimum wage	http://www.cbpp.org/research/buying-power-of-minimum-wage-at-51-year-low?fa=view&id=405	crawl-data/CC-MAIN-2016-07/segments/1454701164289.84/warc/CC-MAIN-20160205193924-00284-ip-10-236-182-209.ec2.internal.warc.gz	324988429	13286	37f143744050eca689906d6bee796287		3640	160	('false', '(24,135);', 'pro;')																														('false', '(109,50);', 'pro;')	('true', None, None)			('false', '(24,112);', 'pro;')																											('false', '(24,135);', 'pro;')																														('false', '(24,112);', 'pro;')							
minimum wage	http://www.acepay.co.nz/minwage.htm	crawl-data/CC-MAIN-2016-07/segments/1454701161946.96/warc/CC-MAIN-20160205193921-00257-ip-10-236-182-209.ec2.internal.warc.gz	260903561	10446	b5e0ac06fbc6e6fc45e1868891de3604		6382	148	('false', '(59,88);', 'pro;')						('false', '(59,88);', 'pro;')		('false', '(72,60);', 'pro;')																																	('false', '(72,75);', 'pro;')																				('true', None, None)							('false', '(1,146);', 'pro;')																														
minimum wage	http://www.epi.org/publication/briefingpapers_bp151/	crawl-data/CC-MAIN-2016-07/segments/1454701155060.45/warc/CC-MAIN-20160205193915-00252-ip-10-236-182-209.ec2.internal.warc.gz	387356578	35541	068c77104d77486275a683e141c21bd3		23430	218	('false', '(98,119);', 'pro;')															('false', '(98,119);', 'pro;')																																						('false', '(122,95);', 'pro;')								('false', '(122,95);', 'pro;')										('false', '(94,123);', 'pro;')																									('false', '(122,95);', 'pro;')		
minimum wage	http://www.todaysworkplace.org/2005/06/07/minimum-wage-taking-it-to-the-states/	crawl-data/CC-MAIN-2016-07/segments/1454701148834.81/warc/CC-MAIN-20160205193908-00007-ip-10-236-182-209.ec2.internal.warc.gz	709246605	18440	b23548ee0d896657f48b05524b848ecf		3481	164	('false', '(30,80);', 'pro;')															('true', None, None)	('true', None, None)																				('false', '(30,117);', 'pro;')					('true', None, None)																																																		('false', '(30,80);', 'pro;')							
minimum wage	http://www.heritage.org/research/reports/2007/02/union-members-not-minimum-wage-earners-benefit-when-the-minimum-wage-rises	crawl-data/CC-MAIN-2016-07/segments/1454701169261.41/warc/CC-MAIN-20160205193929-00231-ip-10-236-182-209.ec2.internal.warc.gz	457795015	9210	e0c1fa88a07e2f5a49d2dec9da08a8c4		0	187	('false', '(0,75);(107,79);', 'con;pro;')								('false', '(0,75);(138,48);', 'pro;con;')																						('false', '(146,40);', 'pro;')	('false', '(107,79);', 'pro;')																														('false', '(0,75);(93,93);', 'con;pro;')																														('false', '(138,48);', 'pro;')							
minimum wage	http://www.raisetheminimumwage.com/media-center/entry/nelp-statement-on-override-of-governor-lynch-veto-of-house-bill-133-on-mini/	crawl-data/CC-MAIN-2016-07/segments/1454701160918.28/warc/CC-MAIN-20160205193920-00152-ip-10-236-182-209.ec2.internal.warc.gz	628843134	5856	8dda73dd26130054c002bbdeeda4dce6		1715	222	('false', '(5,79);(153,68);', 'pro;pro;')						('true', None, None)																																					('false', '(153,68);', 'con;')															('false', '(153,68);', 'pro;')			('false', '(5,79);(153,68);', 'pro;pro;')											('false', '(0,221);', 'pro;')																										
minimum wage	http://personalmoneystore.com/moneyblog/federal-minimum-wage-labor-laws/	crawl-data/CC-MAIN-2016-07/segments/1454701158130.6/warc/CC-MAIN-20160205193918-00143-ip-10-236-182-209.ec2.internal.warc.gz	178449543	10519	196628f1e7e06b5c2c3e4a79604a7bd6		785	170	('false', '(22,70);', 'pro;')											('true', None, None)																																																		('false', '(22,70);(94,75);', 'pro;pro;')			('false', '(22,70);', 'pro;')																													('false', '(22,70);', 'con;')				('true', None, None)	
minimum wage	http://www.mightystudents.com/essay/Advantages.raising.minimum.32027	crawl-data/CC-MAIN-2016-07/segments/1454701150206.8/warc/CC-MAIN-20160205193910-00040-ip-10-236-182-209.ec2.internal.warc.gz	522811082	9940	ae880212f14623949e17a76a52af43e7		0	201	('false', '(83,116);', 'pro;')																															('true', None, None)										('false', '(83,116);', 'pro;')																											('false', '(113,86);', 'pro;')																							('true', None, None)						('false', '(83,116);', 'pro;')	
minimum wage	http://www.epi.org/publication/ib228/	crawl-data/CC-MAIN-2016-07/segments/1454701146302.25/warc/CC-MAIN-20160205193906-00207-ip-10-236-182-209.ec2.internal.warc.gz	384950292	29244	e36759ac5fc949dce268ca1136b270ff		4027	134	('false', '(0,133);', 'pro;')																															('true', None, None)			('false', '(0,82);', 'pro;')							('false', '(0,82);', 'pro;')																																																	('false', '(0,133);', 'pro;')	('false', '(0,82);', 'pro;')							
minimum wage	https://www.credomobilize.com/petitions/tell-state-legislators-to-raise-the-minimum-wage-18?akid=9862.3185414.PKWv2W&suppress_one_click=true	crawl-data/CC-MAIN-2016-07/segments/1454701158811.82/warc/CC-MAIN-20160205193918-00300-ip-10-236-182-209.ec2.internal.warc.gz	831457824	9365	265529c3d5d7334ea18f46b9ec98b936		878	102	('false', '(7,94);', 'pro;')														('true', None, None)		('true', None, None)														('false', '(7,94);', 'pro;')																												('false', '(0,101);', 'pro;')																																	('false', '(7,94);', 'pro;')							
