topic	sentence_hash	In-Domain	Cross-Domain
marijuana legalization	cc2ec3b104d2763d14e8c2c1171b1186	Train	Train
marijuana legalization	7fef500f9ec8b57bafcc7d542d837729	Train	Train
marijuana legalization	5fef986e5a168cb3248db51431d474cd	Train	Train
marijuana legalization	1ced0b78208d9c2d609c625bba644597	Train	Train
marijuana legalization	facab253e3facbbaee2cdd4b96b369c1	Train	Train
marijuana legalization	9543523f560ab53ae843531b5a042bf2	Train	Train
marijuana legalization	2c4c6d8de6ed9f9a268e4c90512a9230	Train	Train
marijuana legalization	49078628b8d53ab9d1f811617bd00724	Train	Train
marijuana legalization	48b17b171cea9f6985a8675b0291bc2e	Train	Train
marijuana legalization	fce1a53405019ea7b4408342f4f3b7be	Train	Train
marijuana legalization	d48d38ef235124059303d811e44c3304	Train	Train
marijuana legalization	0dfab4453703572220ced37cbf3bf13d	Train	Train
marijuana legalization	f52eb414cd3c4eb81098889d530728a9	Train	Train
marijuana legalization	1a09b01b397560b1187780e508b9dc7d	Train	Train
marijuana legalization	f6b658f7da21d9d9e543979cdbfb3905	Train	Train
marijuana legalization	833d8e637ea5eb3aad56c99247734609	Train	Train
marijuana legalization	65c6f050b01a9aa6478f3afcf26e7634	Train	Train
marijuana legalization	9269d42605c6ed8304b8cd5086eb10e0	Train	Train
marijuana legalization	3cc12fde3d1424cbc0ce6d4e4510ea5a	Train	Train
marijuana legalization	eedf240a67899fb7fe6250ee949d931a	Train	Train
marijuana legalization	2218bd3e4c9b9a051f98fd7b9d62d9eb	Train	Train
marijuana legalization	239b546b8ba816e777c4ba88940d602b	Train	Train
marijuana legalization	e88a17824e1d3195b5b86d7d6b67fc82	Train	Train
marijuana legalization	3fcf3e737a9ac957993d6a6c485a7469	Train	Train
marijuana legalization	b3029b818747a4f27352f2f5c5769086	Train	Train
marijuana legalization	61b0e37d87dea57e5c8590d62f255c1a	Train	Train
marijuana legalization	1f53f57ec705e8351e4be886e9e13c77	Train	Train
marijuana legalization	04a6a81ab479feac11b5d92815c5b143	Train	Train
marijuana legalization	afd36df345ebffe84175b74fa8e270c3	Train	Train
marijuana legalization	8f3772a2564a9559924b5d6f7e49286e	Train	Train
marijuana legalization	a1135631a0c378954fc0c36fca7f6159	Train	Train
marijuana legalization	1bd59c6c555e020d98531bdd3645cf67	Train	Train
marijuana legalization	a1c3de379ac9afa9d4d782042cb98730	Train	Train
marijuana legalization	dd234cc3e2cc8f5b2eb8cfb83bdf0c40	Train	Train
marijuana legalization	c48afd0433dbcadd80ffdf608153bcb6	Train	Train
marijuana legalization	da0fb812da1b19c1df74ef00eb6dcaeb	Train	Train
marijuana legalization	d73fad6638289fc75d65213780bdb7b2	Train	Train
marijuana legalization	9b66d7c3ccf676cb2a1fd45645febacb	Train	Train
marijuana legalization	ac80e7b4733a4a8f811dd9859715d6cb	Train	Train
marijuana legalization	663272f88f33d179115c748c44835881	Train	Train
marijuana legalization	3140392a00b5180a63ed94c496082c01	Train	Train
marijuana legalization	e8961be4c6682f10a229b0e96f2880cd	Train	Train
marijuana legalization	2d5e94058e8245af212d910bb2c16162	Train	Train
marijuana legalization	9822fd36d8d4e9af8d2883ffdc123973	Train	Train
marijuana legalization	7e2149d152d4ea9fddca679a5d1d5f55	Train	Train
marijuana legalization	daab6eaec76faacdc13c8217b0fa8216	Train	Train
marijuana legalization	c5a32c2b018d979017ffe8d777ba220b	Train	Train
marijuana legalization	3f29ea82a560bd5e8579ddcf69d3c17a	Train	Train
marijuana legalization	ab5d77e35cd2d1bef93b15680d9f775e	Train	Train
marijuana legalization	8ab25841bffd41f1560915b6686ca683	Train	Train
marijuana legalization	eddb1b255d182acba6205b696d078e67	Train	Train
marijuana legalization	40d54f4b80861bf9c843cb75c7ebfefd	Train	Train
marijuana legalization	f0f6d8565ae3c150f1a2c45e6739698f	Train	Train
marijuana legalization	8369a5c2ff75a5ff790691f085485ec4	Train	Train
marijuana legalization	b7c9d304dd74c1534763adb24d25cad5	Train	Train
marijuana legalization	df500d442324154bc8e2480248a3b1af	Train	Train
marijuana legalization	23430644e0e1761bb6a0241d81bb3da2	Train	Train
marijuana legalization	fca2d426020db73b62faa10907c7dd9d	Train	Train
marijuana legalization	ee7fcb2df7436c667a3587c920e4a2b3	Train	Train
marijuana legalization	9508186389a9843e5254b29181ee3010	Train	Train
marijuana legalization	78fb7eb7eda816c58f6e1c1de42d6245	Train	Train
marijuana legalization	4f86443b0d625cdebdf1e1fbfc7607c3	Train	Train
marijuana legalization	000a75af9242e8117c55d9ac8bfb3e81	Train	Train
marijuana legalization	cbd7b15174d91f1fa9f4af767d818c2b	Train	Train
marijuana legalization	1da14a02458aa93c1336946ce249e3d4	Train	Train
marijuana legalization	e07fe7963ee11decdcf1589fbbf73c89	Train	Train
marijuana legalization	bc63d7b32a8ed158db599f93a0310d90	Train	Train
marijuana legalization	1c2c9250fe7937fa573e654195e782a6	Train	Train
marijuana legalization	6fa288b9f51d9e371a7181ec301c57cc	Train	Train
marijuana legalization	d39595ce2027c26e6ab024d5ff1d84a0	Train	Train
marijuana legalization	0198d57e5c348cb391523400180cfe1b	Train	Train
marijuana legalization	7cf5e34370f6691b63cda2e4dca4a44a	Train	Train
marijuana legalization	44f30cebf17cfea61c48968c9ab3e5c6	Train	Train
marijuana legalization	45dde6a3187e3e4b6cd272a868b8425a	Train	Train
marijuana legalization	6a3677ae3da4df077b30b7358e0396c9	Train	Train
marijuana legalization	3e107b2439cb5f7aa6bd5c68ab6ce633	Train	Train
marijuana legalization	898d74f4f1b2e0a9da356d727cb7d1f1	Train	Train
marijuana legalization	c86aa2b264f15459a6c7dce3f7d4576e	Train	Train
marijuana legalization	15d486bbac58322bb6b11963e238f2bb	Train	Train
marijuana legalization	ecb7b6e27e4d13c7a6da6ba755f7873a	Train	Train
marijuana legalization	e3d349f1b095ebb2008a65de32c606c5	Train	Train
marijuana legalization	51b1dcff96b4a16e985acf7db8c64e53	Train	Train
marijuana legalization	145c675db40f01f67724cab036103387	Train	Train
marijuana legalization	fdbce613e3a457116ef0f4b4cb4523a5	Train	Train
marijuana legalization	33ffa31e731d6236b84c81a223077e1a	Train	Train
marijuana legalization	03e955993fbb1ed44b685bc0ece5a435	Train	Train
marijuana legalization	541977978d1a0f73cdfdaf966f0633c6	Train	Train
marijuana legalization	746b0daa8c7ae7bf6eb8a7867a514f10	Train	Train
marijuana legalization	65de4101e4c88bbd7e4b31316c520d42	Train	Train
marijuana legalization	fa706af1e31df5cce9fa82ab7acdcf4c	Train	Train
marijuana legalization	e8c8710a5cb54811d1a37337603beef9	Train	Train
marijuana legalization	c8e47700560f5477e7784ef549a241b7	Train	Train
marijuana legalization	3099523fda85326e368f81cf0310ec59	Train	Train
marijuana legalization	1d818658eaf1d19ffd85eb6862a95690	Train	Train
marijuana legalization	76ede75d701d6145a7e40e6dc2fa1059	Train	Train
marijuana legalization	b85330b24fe3ba2c3591be137d954968	Train	Train
marijuana legalization	824a503e441f71a8fa121c2e95b629ec	Train	Train
marijuana legalization	ce466f328b0490058c8db5a65697f4f9	Train	Train
marijuana legalization	1defdbcac83ee150be6547c2f1fd84d9	Train	Train
marijuana legalization	ecf44dcecd1db33d29d79d453b7672c2	Train	Train
marijuana legalization	25cadf410d8de7e9a92992a2884820e0	Train	Train
marijuana legalization	c83527e0c5bcfb2f9456e9b56fad0624	Train	Train
marijuana legalization	87f5094b13594a6216e1dcc1ac5653ad	Train	Train
marijuana legalization	4a60c21c7467588966e352071efc4544	Train	Train
marijuana legalization	c09f0ec80af6a127609058a5d8481f3a	Train	Train
marijuana legalization	f501373bc339399876ae3793825de285	Train	Train
marijuana legalization	5f85f16411e99b9ed7260cdc8fa5e361	Train	Train
marijuana legalization	aa522588c78ec78fa1e29ada57710f94	Train	Train
marijuana legalization	6140add80687175aa2b35ea90b1e8856	Train	Train
marijuana legalization	a7e5ec3de51573cffb29aa1bfdee0999	Train	Train
marijuana legalization	4213ceeb9b674dc6e3be5bbb7ded481e	Train	Train
marijuana legalization	726cf7bae13846b61dd6962ed124d67e	Train	Train
marijuana legalization	2be45a696a6a6250c84b533209c9cb45	Train	Train
marijuana legalization	b79c9c51f3ed0140660a155cf8d1eb9d	Train	Train
marijuana legalization	3194c3891d337d024154c383b48718cc	Train	Train
marijuana legalization	5bd7ddf32e53570f6e59fe703bb5ca57	Train	Train
marijuana legalization	8ff86b3eb915005c78c1f3461df906b2	Train	Train
marijuana legalization	b2de403c939e41b4bf6900d32d50a0ff	Train	Train
marijuana legalization	00230148a42d1e924237ece54ff2677f	Train	Train
marijuana legalization	303b35ab31685e498ce4f5c07d4ff68c	Train	Train
marijuana legalization	1161b7758663b026be956aab61162af6	Train	Train
marijuana legalization	fd5888da36d22cb85a35b5791e312347	Train	Train
marijuana legalization	7422890ae5133739096d0fe9928fe8d6	Train	Train
marijuana legalization	4f6c4a79fb916b12b2660d719786dbd0	Train	Train
marijuana legalization	58afe42ad5e74dcbb911df2b9b3a011b	Train	Train
marijuana legalization	0b3446afd666e23d978623de8b2ab467	Train	Train
marijuana legalization	ea58b27da074737954b5342024f02d25	Train	Train
marijuana legalization	6572e29556291cb1bc15b9cc6ee802c5	Train	Train
marijuana legalization	15cfff4fdf93a9f47aa11aecc4b8d6d4	Train	Train
marijuana legalization	e4a88deedd59d3c9eca460975b6fe2ac	Train	Train
marijuana legalization	35f7ca844037584e3c772e6f7b923bbe	Train	Train
marijuana legalization	82b31635e37108a813517ec5c67dfaa5	Train	Train
marijuana legalization	7c88885a6a0b7f259a1b6e81b75d1b16	Train	Train
marijuana legalization	b59073e2ab94c01f4705df5568d23b6b	Train	Train
marijuana legalization	206f4e2e0a2d6c6bf2e0571adaea4141	Train	Train
marijuana legalization	82fe59586a3679c1bca4975f93ff5c16	Train	Train
marijuana legalization	ad826bcc5e198f286eb06b824d024469	Train	Train
marijuana legalization	3ed076cfb4cc72d905a22694f738a687	Train	Train
marijuana legalization	78ea07aecb6ccd253edcb72436ab373c	Train	Train
marijuana legalization	49817ab095c98bd51280c14ddf5c7c81	Train	Train
marijuana legalization	c98ad666f0772dc34e2698814f99bf21	Train	Train
marijuana legalization	7420d2b4f79604713e4d3105d0cd1f60	Train	Train
marijuana legalization	d320c47b7364eb8e646a25bf245285ea	Train	Train
marijuana legalization	d6317b7026f430a23f772c252d81e8b2	Train	Train
marijuana legalization	e5c255fc9cd482a74f724360984d482e	Train	Train
marijuana legalization	4728f740f26b9c2fdd31631648276f6c	Train	Train
marijuana legalization	51bb2979b4b76af45f3e872947db12c6	Train	Train
marijuana legalization	47aa5b33abd34629446cec0c742798a3	Train	Train
marijuana legalization	45defcafd33c101c854a25637353486e	Train	Train
marijuana legalization	59b592ce320b84910482027760c832c8	Train	Train
marijuana legalization	f092de82b8151ff9ed6fce6721da90e3	Train	Train
marijuana legalization	bdc082b05df561ef93d1b38348a2c1e7	Train	Train
marijuana legalization	21af966ff7df93769abb949730d4ed45	Train	Train
marijuana legalization	772f4320f8ddbe2f59c80c14c78ef3bd	Train	Train
marijuana legalization	f08d37532a835b6fca6d14f063787191	Train	Train
marijuana legalization	6f2ba9a8af4e478566ca24c4b154c34c	Train	Train
marijuana legalization	2d1be658e01362c36e55626a4aec12f5	Train	Train
marijuana legalization	bcf011054e714f199abc0a85b2ceba82	Train	Train
marijuana legalization	cdf6b9cbe3bba97b21d4f3445d6d54fc	Train	Train
marijuana legalization	35d016ce55086615f83d124d35737b96	Train	Train
marijuana legalization	dbcd8891a6de4af00f49eaaa7f305cb5	Train	Train
marijuana legalization	2e0f71f4626de55221272ef4ffd90db9	Train	Train
marijuana legalization	853d4e853fb814819255c4dd760bd4fe	Train	Train
marijuana legalization	9721ac268abd43dad1fc77b0c34cc822	Train	Train
marijuana legalization	b3e5fcc981e03493d9ac0a5b5e3889c2	Train	Train
marijuana legalization	4c2044b27c0defca6198efe3634d1fe2	Train	Train
marijuana legalization	3362fc0d5b43aa0ad7ab5b147d77be29	Train	Train
marijuana legalization	aa3f72706d212bb8c97ab13f8b732217	Train	Train
marijuana legalization	66dc5ca1df8537c72d13d0de9cb3a68d	Train	Train
marijuana legalization	a2c4f89a2e6eff49d935d6e498b1a859	Train	Train
marijuana legalization	7343c1a34cd0826f982b4112079156f0	Train	Train
marijuana legalization	3ab03c1769ff3e5eb27b944a2e0f90cc	Train	Train
marijuana legalization	50cf52a464e7be22a49c1fd978420d35	Train	Train
marijuana legalization	521e7bcc422788644995aaf13300562d	Train	Train
marijuana legalization	d57c691ca614dadfbd17939e3f150190	Train	Train
marijuana legalization	4a63408bdd0cb13271f048f424ad3936	Train	Train
marijuana legalization	389bf31b76276f61d1cf19ba6671da26	Train	Train
marijuana legalization	ca67a261071387279d27481b356bf149	Train	Train
marijuana legalization	84078cbf3c59de0aaad37b02f595cfeb	Train	Train
marijuana legalization	fc18edf0b4587148443114653ff36783	Train	Train
marijuana legalization	e5c6b9d5d0fa44174ffcd493f78ee122	Train	Train
marijuana legalization	b497504321b729ee38560a039af0d7f8	Train	Train
marijuana legalization	1e133e04e3934303dc3cb2441d5a8698	Train	Train
marijuana legalization	bf317b72a0c91e1725226364a1ec4231	Train	Train
marijuana legalization	32c0a5082324b408d48785927da7dd3a	Train	Train
marijuana legalization	ab7540b1f679c6647e8c8c922839fe71	Train	Train
marijuana legalization	b29cf192e023959a91538c38200fd351	Train	Train
marijuana legalization	cb9bfe1bfeef32de5c64292c0f6a8e42	Train	Train
marijuana legalization	773105c131fbdd6cfcee95457a810b12	Train	Train
marijuana legalization	af7c3212ba4080c60cb659ad779b9fae	Train	Train
marijuana legalization	3c1fc694ff28ee32c9dc9cc252cd7cdd	Train	Train
marijuana legalization	c81c8f7402f6b1a6bd834a2ccb6d5fa7	Train	Train
marijuana legalization	4a089ec62bd26ecf1001e4e36f3b9c0f	Train	Train
marijuana legalization	056d41afe4f8fb7fc72d04cd04cf519a	Train	Train
marijuana legalization	31662911e84ba7ffd50dfa132bd69d75	Train	Train
marijuana legalization	37fef365d98ba4dc96ceeaa10fc1719b	Train	Train
marijuana legalization	f060014dc10c8694efa93084e4f5ed2f	Train	Train
marijuana legalization	2bf413ec55d690e7cef60f4133aa4806	Train	Train
marijuana legalization	869fd9ea32d953000febbb5ff9c7a868	Train	Train
marijuana legalization	b9ec5df26dde3b76d70c5dcc652c6509	Train	Train
marijuana legalization	00f9851cbc190cb9e28aa2c147224852	Train	Train
marijuana legalization	257dbb3238627c680d7f5fa868dcbe7b	Train	Train
marijuana legalization	c4647edd070b7a82046f66a142855a1b	Train	Train
marijuana legalization	a103834f7fa80c371f864480ec078166	Train	Train
marijuana legalization	7ea14991e3e2e7382fbe54c41a9029d8	Train	Train
marijuana legalization	514de73c9c108f638fa4ef6760c422ef	Train	Train
marijuana legalization	8f3d1166a35de60c1e32029dd7791911	Train	Train
marijuana legalization	c1ab40f02f7132f2e4e7cad151edd46a	Train	Train
marijuana legalization	aefd910c139123a3b7b2259f0b86b195	Train	Train
marijuana legalization	35bcc9bb79c2ac8587b95cb8b637eefb	Train	Train
marijuana legalization	dcf0346ce80db1ade07a87674a26a845	Train	Train
marijuana legalization	b9309ef8ca44a60704d81f0bbd0bdaf1	Train	Train
marijuana legalization	50b1e518f274b8800b490959e00eb6ad	Train	Train
marijuana legalization	4b504011567f4d883c4677e7aa09715e	Train	Train
marijuana legalization	2693f61a035fc96d9d44996029db43f8	Train	Train
marijuana legalization	3fdb336bf6e45756d7f51abad2aff36f	Train	Train
marijuana legalization	637889373bf72a123434a3593856a0fd	Train	Train
marijuana legalization	c759c0ca2560f37801f09df38b3addd6	Train	Train
marijuana legalization	6964dd3a2e95c1f724df6f193f46140a	Train	Train
marijuana legalization	c384ec3f3a19f9ee3c2dcdd21a519de3	Train	Train
marijuana legalization	7bcc33035c6ddb484f749605a4e12735	Train	Train
marijuana legalization	1f9466e25b5ec4c7151ba5f44c8b3d9b	Train	Train
marijuana legalization	f6dc2e6853bf2f34342b9b5cf8a7fe9d	Train	Train
marijuana legalization	1506cb7a848eba9e448ab76235631fff	Train	Train
marijuana legalization	0c6bd54bee7301e25d3d7614165dbdd2	Train	Train
marijuana legalization	2603994d4f154c433d81cfab0adb0f79	Train	Train
marijuana legalization	4117fd8bbf730ee35ce2f285886f2719	Train	Train
marijuana legalization	ffda7ee35df8eb584cacc4fac09ae6d1	Train	Train
marijuana legalization	455c17c0eaf6ab20854b0f51cb6ef4ad	Train	Train
marijuana legalization	4822223a385a5ddce05c194b1e78e96b	Train	Train
marijuana legalization	7cc582c832259aeff3d74899f83648f6	Train	Train
marijuana legalization	a17ff0d2432e933119f6adf314be37d8	Train	Train
marijuana legalization	181a3ff358d206418e2cae5b1a739f30	Train	Train
marijuana legalization	2f6ff88c566dc3b97f53af15998afc59	Train	Train
marijuana legalization	52c9fc058906a578a60aa66e8ab8a914	Train	Train
marijuana legalization	8d754bb4d33a5062df636d9d35c0c67e	Train	Train
marijuana legalization	d95b8ef36f8875e7ab2ad51c09e3f040	Train	Train
marijuana legalization	a90aaaaf431b18a13a732565d6ccc2c9	Train	Train
marijuana legalization	feb4ee407cb8013e6818e02a0c91e83c	Train	Train
marijuana legalization	b8474acf75526f12ed7f87e914ac21e1	Train	Train
marijuana legalization	daad50b971d597f9e270d4ef251af655	Train	Train
marijuana legalization	b04e26e232dd36d014170ff120c8d9e9	Train	Train
marijuana legalization	3a1f3889a21eaa3e60791636be7e67db	Train	Train
marijuana legalization	1ad1bbb95607767641ea9bf6a0ba70d7	Train	Train
marijuana legalization	148c375a45760e09f0dc569852a9d0f0	Train	Train
marijuana legalization	b3c764d1d48a9b4e12ae813474704fa2	Train	Train
marijuana legalization	693c7b8c19094bc333681e8374912f2c	Train	Train
marijuana legalization	975f344c65ad102081e83bae62f2cec8	Train	Train
marijuana legalization	5382950f22b4465a16c422d1b308f0bf	Train	Train
marijuana legalization	e4af89334b43922ddb2cde5f0868bd3f	Train	Train
marijuana legalization	16d48c2fcf868df15099b24ec63c7046	Train	Train
marijuana legalization	79d8a4361c6e4b0fd64eadd33d78710c	Train	Train
marijuana legalization	e0dfb44122e9caff0c54dd7e9add4df1	Train	Train
marijuana legalization	31fd9d5bc0f74a17761617b01c5b8efe	Train	Train
marijuana legalization	2ef6a3f84ad995c192ef055aef69d989	Train	Train
marijuana legalization	85ef251ce6d622b91679befca2661c57	Train	Train
marijuana legalization	1d527e87fad9b7e3ef3d811b4ace6047	Train	Train
marijuana legalization	68cf8271b1d0786dbf20833604bacb6f	Train	Train
marijuana legalization	39f166e3d4f11db66161f52aac0a4382	Train	Train
marijuana legalization	da1266f0370e37eab487ad252fdd2d06	Train	Train
marijuana legalization	d44c2e333da72cd235b2fbe4586c7520	Train	Train
marijuana legalization	525d9a917327704b90611218bfe08070	Train	Train
marijuana legalization	63649b77c2c7a249cfc9f62244f258e0	Train	Train
marijuana legalization	5d8087504bf48514816567fe0611755e	Train	Train
marijuana legalization	7eac2f36294426d12200e1b741a82d16	Train	Train
marijuana legalization	3a53c9aa5176a5f8261a52d86cb7a7a3	Train	Train
marijuana legalization	0e55aaf2c752a37a1de4e832eab444ab	Train	Train
marijuana legalization	39a88d2fb64765bc3997823f8ea6ea88	Train	Train
marijuana legalization	f514a2cb301422f4fa405dd35021b1e4	Train	Train
marijuana legalization	36b02d6ec90fda93fd08fc8dc1495a9f	Train	Train
marijuana legalization	9f748dc686677a9e7e8caa1fc36394a7	Train	Train
marijuana legalization	928c6290c86f4ebbdd61c0e720c4a332	Train	Train
marijuana legalization	198b3f6e38f3a3dc0381e9aa7efb1f96	Train	Train
marijuana legalization	4f003434606e5aec74f2deb2fcc09fcc	Train	Train
marijuana legalization	610ae2c679e7f92140f287438c173e88	Train	Train
marijuana legalization	b227ac56ea4c985916a8b92499cd5d3f	Train	Train
marijuana legalization	2d80f4135a7051b92c719991962e8422	Train	Train
marijuana legalization	15fb97c1f8fa9eab9d3da9bc11a63d89	Train	Train
marijuana legalization	0fedc7ade37661f6021d473433183c75	Train	Train
marijuana legalization	bacbfa6ae17c6de9974ff286f9fe8503	Train	Train
marijuana legalization	b4758f996bcadc243133800142e2cdfe	Train	Train
marijuana legalization	3fef2f7abd35486063ac155ad2a44948	Train	Train
marijuana legalization	ae5db0b3b64c021c91e01d068fe2acfc	Train	Train
marijuana legalization	a5489a618855aa406e4d5fd052787b62	Train	Train
marijuana legalization	b62f50e7524a0e622086d344db10219e	Train	Train
marijuana legalization	34f3443f2d046e78d8983ae72bbed120	Train	Train
marijuana legalization	acd952f380dfb8fd12772475c20cf14f	Train	Train
marijuana legalization	3e2e79223a24e27c5eb6518bf68c287b	Train	Train
marijuana legalization	6a701372b1dc8a60475ea23dde85f348	Train	Train
marijuana legalization	ef0a67c64c089a660ad95bcfa3f241db	Train	Train
marijuana legalization	55b681aa4bc92e1b517637976ac7d69f	Train	Train
marijuana legalization	f2a9ece03fa1137523f1a7dd52c268ae	Train	Train
marijuana legalization	2152dba0d9103b8d46cef2c204e2e78f	Train	Train
marijuana legalization	b72d225bb911c12e9deb559517032447	Train	Train
marijuana legalization	d561c87f953578bb4f8013dd2b7c494a	Train	Train
marijuana legalization	c725bc8a217fd3ac4c87cd0f81d35c50	Train	Train
marijuana legalization	63d8eb36d5aeb1241450edab839548ef	Train	Train
marijuana legalization	3df60b8c697977a11fc788c0e59f1e3d	Train	Train
marijuana legalization	45586bf8d97fe70237256ab064515387	Train	Train
marijuana legalization	f9e938853b055ea5e4f15c6e820f980d	Train	Train
marijuana legalization	c032e253519170563714abc274eddd66	Train	Train
marijuana legalization	72952d70a8f4d6be4acfdaa32f9d9334	Train	Train
marijuana legalization	103792919040a3e3c79b81026e63b68d	Train	Train
marijuana legalization	d207b53e63ff298bb8881d31faa7f349	Train	Train
marijuana legalization	40e8746d1ba747f8e6209cf6b426da69	Train	Train
marijuana legalization	43b99e7a75168c7deda25799c58123e6	Train	Train
marijuana legalization	a0fbf17be503135ee7de8c4dd34120ee	Train	Train
marijuana legalization	11045d5007cf7395aeeb71c562b0038f	Train	Train
marijuana legalization	274912ceb30a1f91a9d4b6497ae114e8	Train	Train
marijuana legalization	8ca5a65f2218ac9f893796c54118574a	Train	Train
marijuana legalization	a28249a6343cb43870fc78dce10db41e	Train	Train
marijuana legalization	ab68436113c5fdf5be875601fea3ab37	Train	Train
marijuana legalization	db22eaea67a56150fcffce6b10f62406	Train	Train
marijuana legalization	5f774f2d9216297ef4ffe2d469a99528	Train	Train
marijuana legalization	668bd98d85b12ef6e7858197c9b3f161	Train	Train
marijuana legalization	470c31a9f8bb658ca27674fb8ec151de	Train	Train
marijuana legalization	b04989eb00fa809cb24d654e2a0a96ff	Train	Train
marijuana legalization	4e0c730018a9159965b6a500b93854a6	Train	Train
marijuana legalization	a0fe02e3cbf074b49d5fb75649a15ae4	Train	Train
marijuana legalization	f62e0a35caee845c56d36dcdb03bc95b	Train	Train
marijuana legalization	6b692f253c385ce0b67e92a284bc6dd8	Train	Train
marijuana legalization	aa54d3b6ec368e6d910f469406cbcabd	Train	Train
marijuana legalization	c1cbcfc2a2f00d690d44df52a10a82f9	Train	Train
marijuana legalization	ec278b2d15148d0217c1d294a3ee8f21	Train	Train
marijuana legalization	64f5244f1d8c46c92c03db9a9573f693	Train	Train
marijuana legalization	b1912c363591f943d3a494063b1eb8fb	Train	Train
marijuana legalization	6da264250fc5f79ba5ba9d297b632558	Train	Train
marijuana legalization	d68782a379f5411f1f6d46071ccf3dd8	Train	Train
marijuana legalization	0c5ac61102bc9b0d10721ba29049a71d	Train	Train
marijuana legalization	59913006c2d0e4921b55bd17f9a4e2fd	Train	Train
marijuana legalization	2ded7375f4c2a0d2e4ddd19ae85f70e9	Train	Train
marijuana legalization	c9dc9c691abec610a38e08f91584670e	Train	Train
marijuana legalization	32f1674bcfa9d1eafbec44248399f32b	Train	Train
marijuana legalization	b95ea85f7e2c7eaebba02f473d661e00	Train	Train
marijuana legalization	57dc275cc56ec320f0838d60474605bd	Train	Train
marijuana legalization	f5afeb92c3cd4cd56d71fe62d5a2ebbb	Train	Train
marijuana legalization	522c7f85a995328f0daacc2c6d2268c5	Train	Train
marijuana legalization	67412486c186172dbb684e95d3372a60	Train	Train
marijuana legalization	85ac1083e6d430a540ba7d0836f71b29	Train	Train
marijuana legalization	cf64a9609493dd900af67ea4ef84e185	Train	Train
marijuana legalization	15efa81b9c2b853d22155a76c7b86c03	Train	Train
marijuana legalization	c4a9215cac47906db0e73e2e2cb2fbe0	Train	Train
marijuana legalization	9ffb3af8a74635d1d347eedc55d5fc74	Train	Train
marijuana legalization	4f6f140817fd2f14f81f9fd63ea7e73e	Train	Train
marijuana legalization	13ba871dd07ee95da90eacd640cf6e15	Train	Train
marijuana legalization	cc239f0a85f36b7f818b65e4bf62c800	Train	Train
marijuana legalization	485c83853e75528eabf52009548aa403	Train	Train
marijuana legalization	0f14885484dd2274691383d4681736ab	Train	Train
marijuana legalization	0ceae1199dc368349397803e029ee74d	Train	Train
marijuana legalization	c9d3e1e7ce84b3036fca50cf7e7587a8	Train	Train
marijuana legalization	aee81d52a12c613fdac790939e309301	Train	Train
marijuana legalization	adf48237b4802618f1d131d4d2bb63bf	Train	Train
marijuana legalization	04c68f54caf8278227f79d3da84e8c87	Train	Train
marijuana legalization	cdbf525e4e81020465559b1784cb590f	Train	Train
marijuana legalization	22dee1036276f280abe02d0b9de8b5c6	Train	Train
marijuana legalization	abbc735e9629a6c53e506b426fd29741	Train	Train
marijuana legalization	86a3dd66bba910dc7bde3e2653a7702e	Train	Train
marijuana legalization	d476703fb0ac046e01ae19107da17e5b	Train	Train
marijuana legalization	fcc448b6a79a242992163026f9e62060	Train	Train
marijuana legalization	e4545c741f01aa895e2cae424ddc64be	Train	Train
marijuana legalization	d8eec58b2b502d8f79a9e4e80a1ab973	Train	Train
marijuana legalization	362f193fb65ab3f23cacd24caf420b5b	Train	Train
marijuana legalization	a986d3b719cfef96d91f3140903962c7	Train	Train
marijuana legalization	83c5863831a24e00e156c9ad15ce5d80	Train	Train
marijuana legalization	8c9131de7a7f1e43918488e4c2a9ba5b	Train	Train
marijuana legalization	62dc1f85dd411f4902225eaa4aa82fc4	Train	Train
marijuana legalization	0855bc6cecbc22b239ac8bc33362dfa5	Train	Train
marijuana legalization	2ec350a91cd08bbd9741f4b6e6650549	Train	Train
marijuana legalization	ebf80d93ab92cfdce5a3eb5c94208c8c	Train	Train
marijuana legalization	198f23b4fdab64cdf7229e3dec79c109	Train	Train
marijuana legalization	9de89a05f5e4233451b6b1ee2de65d21	Train	Train
marijuana legalization	7bb065b6fe676d884f2bbe436465d539	Train	Train
marijuana legalization	cf15bbdd6c4b02bfeb3b729ff9a1b166	Train	Train
marijuana legalization	c71678c98e7af7b21b4fdc44a430a93e	Train	Train
marijuana legalization	9665135eaf480ea06ea3bfa46a621ad2	Train	Train
marijuana legalization	d003054c0340d834aefad46054f98fba	Train	Train
marijuana legalization	98a7d4a9f00cce0759f3275515f959d3	Train	Train
marijuana legalization	570bd085a1b5291b91bbac6fd5ad8a57	Train	Train
marijuana legalization	51d142a9593f044132e47de526c4392b	Train	Train
marijuana legalization	eb09d878c567f9dfce99aa032e304744	Train	Train
marijuana legalization	9a6d504508ace9e842a09442971314dd	Train	Train
marijuana legalization	702c478f8f0428bf7bfb1b3f898b595c	Train	Train
marijuana legalization	a62cb1f3b9941b7166666ad96955a315	Train	Train
marijuana legalization	f5ef27dfb75141fede463581693c4e05	Train	Train
marijuana legalization	4f4f110ab540c04ad75178d2d0947bfa	Train	Train
marijuana legalization	13c6b62120b94b24650486fc0601fe27	Train	Train
marijuana legalization	c85be35d11b8852fa1f341b2a6c3cf68	Train	Train
